N,P,K,temperature,humidity,ph,soil_type,ingredient,fertilizer,crop
93,57,55,22.707816963101514,69.85156047931869,6.746420746136014,Clayey,Phosphorus Fertilizer,Calcium Nitrate,Corn
74,53,38,22.63335833386584,68.07348325899764,6.9832545749037775,Sandy,Complete Fertilizer,Potash,Corn
66,42,55,20.539211553233116,54.890573414446585,7.11019462408227,Loamy,Nitrogen Fertilizer,Ammonium Nitrate,Soybean
62,32,49,28.99387293854508,57.014384992791925,7.190079297793285,Sandy,Potassium Fertilizer,Urea,Rice
69,45,52,27.41259479809832,50.71123260933555,6.2901066757135915,Clayey,Organic Compost,Calcium Nitrate,Barley
74,35,37,25.45814072864455,75.04841617083211,5.602526918351996,Loamy,Organic Compost,Potash,Barley
53,48,47,25.714899536024966,79.24071788145655,6.303752542473479,Loamy,Nitrogen Fertilizer,Superphosphate,Corn
59,59,30,21.925742157196787,54.06378610384073,6.847512459568179,Sandy,Complete Fertilizer,Potash,Barley
52,36,52,28.814917816448638,56.94425641295894,6.400700771561586,Loamy,Phosphorus Fertilizer,Superphosphate,Barley
90,39,36,25.41893140879928,76.05228571840803,6.997926301720797,Clayey,Complete Fertilizer,Superphosphate,Wheat
94,38,25,25.93471592483725,77.79391393868555,6.213964858937327,Clayey,Complete Fertilizer,Urea,Barley
67,31,23,27.92536355681018,62.58882148420431,6.769488282208059,Clayey,Complete Fertilizer,Urea,Soybean
96,57,39,19.111073840132864,51.51867416807222,5.872839609707949,Sandy,Nitrogen Fertilizer,Potash,Corn
85,57,46,27.106063558000542,51.181755010784585,6.998738873289914,Loamy,Nitrogen Fertilizer,Calcium Nitrate,Rice
96,44,34,17.928609044347382,67.21849598207031,6.591391937626051,Loamy,Phosphorus Fertilizer,Potash,Rice
71,59,25,20.180129283673317,61.78685326679537,5.908128777093201,Loamy,Complete Fertilizer,Ammonium Nitrate,Wheat
83,34,33,20.03415681404764,50.859572827329636,6.083822346995614,Clayey,Nitrogen Fertilizer,Superphosphate,Rice
96,58,30,29.677882025837107,67.4975717693767,6.9972174171636645,Loamy,Phosphorus Fertilizer,Superphosphate,Rice
57,51,58,27.848058356218903,50.33907609767068,6.465202471323042,Clayey,Phosphorus Fertilizer,Urea,Corn
89,33,28,25.517547923853897,73.6211587444782,5.932062880786145,Loamy,Complete Fertilizer,Calcium Nitrate,Corn
98,49,45,25.905851424230853,59.19298468110115,7.434542380740595,Clayey,Potassium Fertilizer,Urea,Soybean
93,33,35,23.431091916038568,51.207740090276964,6.930250039633776,Loamy,Complete Fertilizer,Ammonium Nitrate,Wheat
68,47,24,29.206360006627786,67.65056662949459,7.414269665079592,Sandy,Potassium Fertilizer,Potash,Rice
91,33,29,22.44388129323542,61.93053243299164,6.354210090720686,Sandy,Phosphorus Fertilizer,Potash,Soybean
90,56,22,20.70776564804842,79.21401240071448,6.450200681383441,Clayey,Nitrogen Fertilizer,Calcium Nitrate,Wheat
86,46,32,17.445530053973865,66.32595987511107,7.295910432370039,Clayey,Organic Compost,Urea,Rice
55,41,49,26.79308478391587,58.25717543111025,6.55009868049077,Loamy,Phosphorus Fertilizer,Urea,Rice
75,51,25,26.016658981133872,71.28316593901924,6.914557823811334,Loamy,Nitrogen Fertilizer,Ammonium Nitrate,Corn
83,46,36,20.765325577862022,58.144760076281344,6.00434575499106,Sandy,Phosphorus Fertilizer,Potash,Barley
94,39,38,15.37790120938844,77.12729874222696,6.393452937405281,Loamy,Complete Fertilizer,Urea,Wheat
55,51,54,27.584959915770163,61.241659115221296,5.74689973162071,Clayey,Potassium Fertilizer,Calcium Nitrate,Rice
86,30,45,15.171269751811105,66.49605688328616,5.911960071753923,Clayey,Phosphorus Fertilizer,Potash,Wheat
